9,29,2012,57,14,29,18,28,8
10,3,2012,55,23,17,59,36,10
10,6,2012,36,59,26,15,34,35
10,10,2012,35,18,43,29,26,28
10,13,2012,5,2,26,25,49,18
10,17,2012,42,23,10,7,1,35
10,20,2012,4,28,31,44,21,10
10,24,2012,18,50,23,3,21,4
10,27,2012,34,56,36,32,22,33
10,31,2012,45,31,1,48,27,5
11,3,2012,54,4,7,9,30,25
11,7,2012,32,45,34,52,58,20
11,10,2012,55,32,50,54,42,32
11,14,2012,44,10,58,8,30,13
11,17,2012,15,59,27,58,3,20
11,21,2012,24,30,8,18,39,26
11,24,2012,22,32,37,44,50,34
11,28,2012,5,23,16,22,29,6
12,1,2012,46,10,3,19,36,3
12,5,2012,27,19,38,13,17,12
12,8,2012,23,40,53,26,7,21
12,12,2012,36,25,44,8,10,28
12,15,2012,40,23,44,55,15,14
12,19,2012,23,20,5,30,8,3
12,22,2012,18,44,35,39,1,11
12,26,2012,54,43,13,11,23,4
12,29,2012,55,52,46,50,36,14
1,2,2013,20,18,53,28,35,20
1,5,2013,30,49,54,26,51,25
1,9,2013,11,20,13,27,59,26
1,12,2013,47,21,23,14,10,7
1,16,2013,51,21,32,28,9,35
1,19,2013,29,8,28,34,38,35
1,23,2013,24,43,11,12,45,9
1,26,2013,22,49,41,26,3,18
1,30,2013,47,16,14,32,52,16
2,2,2013,41,33,16,40,11,34
2,6,2013,36,38,5,27,41,12
2,9,2013,58,36,16,6,5,3
2,13,2013,12,43,27,25,23,29
2,16,2013,58,16,15,46,50,29
2,20,2013,25,3,32,17,19,17
2,23,2013,41,31,39,2,5,29
2,27,2013,48,20,14,34,3,21
3,2,2013,56,13,8,41,3,16
3,6,2013,45,10,6,23,41,1
3,9,2013,46,52,37,10,40,12
3,13,2013,38,9,32,28,5,29
3,16,2013,44,53,7,21,3,16
3,20,2013,43,17,14,13,54,15
3,23,2013,29,53,52,17,31,31
3,27,2013,43,48,7,37,52,16
3,30,2013,23,46,11,26,55,27
4,3,2013,35,8,12,1,6,3
4,6,2013,39,29,4,8,7,24
4,10,2013,40,1,52,36,53,20
4,13,2013,10,57,31,12,56,33
4,17,2013,58,18,48,13,36,28
4,20,2013,6,39,8,30,48,20
4,24,2013,9,59,31,56,19,2
4,27,2013,55,54,48,23,3,5
5,1,2013,31,22,55,26,54,18
5,4,2013,26,36,40,7,12,17
5,8,2013,21,57,26,22,30,27
5,11,2013,6,23,19,43,13,16
5,15,2013,2,34,11,41,26,32
5,18,2013,22,10,13,14,52,11
5,22,2013,31,35,41,9,57,26
5,25,2013,27,21,19,6,2,25
5,29,2013,49,14,9,17,57,2
6,1,2013,33,53,59,22,28,14
6,5,2013,4,36,26,33,55,32
6,8,2013,2,26,11,32,22,19
6,12,2013,22,16,42,23,55,32
6,15,2013,48,55,28,40,36,1
6,19,2013,57,47,46,52,7,17
6,22,2013,33,57,19,23,13,28
6,26,2013,1,46,39,33,18,33
6,29,2013,28,8,56,53,30,16
7,3,2013,40,6,51,29,3,4
7,6,2013,52,2,36,35,13,11
7,10,2013,55,45,31,30,59,27
7,13,2013,8,37,2,35,22,6
7,17,2013,22,1,42,38,34,17
7,20,2013,14,27,58,25,38,6
7,24,2013,44,29,54,40,9,7
7,27,2013,58,53,40,23,9,6
7,31,2013,8,24,59,39,49,5
8,3,2013,24,36,21,45,42,15
8,7,2013,58,5,25,59,30,32
8,10,2013,37,58,14,4,12,13
8,14,2013,17,43,11,4,51,20
8,17,2013,18,54,56,21,46,23
8,21,2013,30,48,42,46,40,23
8,24,2013,45,17,59,12,25,19
8,28,2013,32,19,7,9,6,13
8,31,2013,40,25,7,56,2,20
9,4,2013,2,45,26,9,47,11
9,7,2013,2,22,19,45,26,24
9,11,2013,19,33,42,52,11,33
9,14,2013,1,25,44,17,37,20
9,18,2013,7,10,35,32,22,19
9,21,2013,58,54,45,17,12,13
9,25,2013,49,7,17,53,2,23
9,28,2013,47,53,14,52,54,5
10,2,2013,6,51,42,4,25,17
10,5,2013,11,39,40,17,12,5
10,9,2013,9,38,3,33,19,18
10,12,2013,10,58,26,57,8,4
10,16,2013,3,42,26,34,28,28
10,19,2013,33,9,56,54,57,5
10,23,2013,47,34,23,31,3,13
10,26,2013,56,6,4,34,49,29
10,30,2013,54,2,49,36,40,10
11,2,2013,27,40,13,23,24,17
11,6,2013,49,1,5,10,15,22
11,9,2013,37,56,3,49,9,32
11,13,2013,31,5,55,50,56,9
11,16,2013,29,37,59,10,44,10
11,20,2013,32,4,45,23,18,7
11,23,2013,12,52,55,43,5,10
11,27,2013,57,25,18,55,50,17
11,30,2013,26,5,45,44,57,29
12,4,2013,9,6,11,44,31,25
12,7,2013,45,13,48,32,20,17
12,11,2013,10,18,19,1,13,27
12,14,2013,33,41,25,14,32,34
12,18,2013,39,7,40,24,37,1
12,21,2013,36,51,45,25,40,8
12,25,2013,38,56,28,39,23,32
12,28,2013,56,51,35,44,8,18
1,1,2014,52,48,15,24,40,23
1,4,2014,19,58,37,20,41,14
1,8,2014,39,28,58,47,10,22
1,11,2014,54,15,48,33,10,34
1,15,2014,29,8,9,7,24,25
1,18,2014,38,14,13,19,31,25
1,22,2014,55,2,7,1,9,29
1,25,2014,57,8,55,12,18,2
1,29,2014,47,23,11,28,32,20
2,1,2014,12,15,38,5,27,7
2,5,2014,8,57,17,59,32,24
2,8,2014,54,37,34,25,24,29
2,12,2014,52,49,36,57,44,1
2,15,2014,9,23,2,14,21,3
2,19,2014,17,49,54,35,1,34
2,22,2014,13,2,54,14,3,4
2,26,2014,42,11,12,38,17,2
3,1,2014,3,8,25,47,30,13
3,5,2014,26,3,9,7,54,19
3,8,2014,14,24,32,41,10,30
3,12,2014,28,54,14,15,37,10
3,15,2014,34,5,51,2,58,9
3,19,2014,34,23,43,19,2,14
3,22,2014,55,13,28,58,31,15
3,26,2014,33,41,59,44,28,21
3,29,2014,3,12,27,38,2,17
4,2,2014,19,22,13,53,8,24
4,5,2014,26,11,21,34,33,29
4,9,2014,49,14,48,9,44,29
4,12,2014,26,45,14,55,54,20
4,16,2014,42,34,59,39,44,8
4,19,2014,35,6,51,5,29,21
4,23,2014,29,48,36,19,25,12
4,26,2014,30,3,22,7,33,20
4,30,2014,9,2,19,50,11,32
5,3,2014,15,5,46,49,16,26
5,7,2014,48,31,17,49,29,34
5,10,2014,41,47,55,31,4,1
5,14,2014,55,7,52,33,39,33
5,17,2014,32,23,47,39,49,22
5,21,2014,20,34,58,4,39,31
5,24,2014,55,15,49,16,28,18
5,28,2014,24,2,28,32,59,25
5,31,2014,34,15,48,27,31,1
6,4,2014,22,7,1,10,49,24
6,7,2014,58,30,35,28,59,15
6,11,2014,14,25,33,18,49,23
6,14,2014,33,54,42,9,45,30
6,18,2014,6,52,59,29,9,7
6,21,2014,41,6,54,5,37,26
6,25,2014,50,53,10,20,25,35
6,28,2014,56,8,12,43,34,9
7,2,2014,58,18,53,8,45,35
7,5,2014,34,58,24,36,57,11
7,9,2014,9,55,42,25,57,14
7,12,2014,23,7,2,3,51,26
7,16,2014,5,32,26,18,15,35
7,19,2014,10,53,17,25,45,9
7,23,2014,22,12,4,31,10,3
7,26,2014,38,39,28,24,30,16
7,30,2014,49,13,30,53,42,29
8,2,2014,12,46,44,47,26,29
8,6,2014,49,1,8,24,28,24
8,9,2014,34,12,31,51,3,24
8,13,2014,37,8,40,52,39,24
8,16,2014,7,8,17,59,48,9
8,20,2014,21,40,8,38,4,3
8,23,2014,52,28,36,32,35,31
8,27,2014,24,17,45,46,26,19
8,30,2014,5,52,28,59,31,27
9,3,2014,43,2,51,45,16,35
9,6,2014,29,43,31,50,9,18
9,10,2014,14,39,2,40,43,13
9,13,2014,37,6,1,53,16,27
9,17,2014,36,18,25,50,48,23
9,20,2014,23,22,30,39,37,16
9,24,2014,7,14,24,41,21,26
9,27,2014,54,11,52,35,2,13
10,1,2014,20,1,45,18,4,7
10,4,2014,13,33,18,24,25,31
10,8,2014,46,50,16,31,5,18
10,11,2014,37,39,38,19,10,28
10,15,2014,5,7,28,27,19,20
10,18,2014,36,20,54,27,26,19
10,22,2014,40,42,30,29,50,16
10,25,2014,54,57,51,6,10,12
10,29,2014,48,28,59,25,57,16
11,1,2014,1,38,25,13,3,17
11,5,2014,19,2,11,21,42,34
11,8,2014,9,33,19,38,54,15
11,12,2014,55,37,39,52,51,11
11,15,2014,35,16,33,51,13,28
11,19,2014,38,6,36,48,51,17
11,22,2014,54,53,23,57,49,35
11,26,2014,46,17,22,16,54,35
11,29,2014,13,30,24,42,48,27
12,3,2014,54,30,32,46,25,26
12,6,2014,43,22,49,15,12,14
12,10,2014,48,34,55,44,54,10
12,13,2014,5,13,43,55,28,33
12,17,2014,47,31,48,38,22,15
12,20,2014,19,15,56,31,14,5
12,24,2014,46,11,12,47,50,22
12,27,2014,36,14,10,11,7,15
12,31,2014,40,27,17,53,37,35
1,3,2015,4,43,46,55,18,25
1,7,2015,47,49,59,15,14,10
1,10,2015,19,9,29,2,28,19
1,14,2015,10,4,53,2,41,22
1,17,2015,15,27,23,36,16,9
1,21,2015,57,12,28,15,11,23
1,24,2015,19,16,20,33,29,10
1,28,2015,49,24,12,36,35,1
1,31,2015,16,5,50,11,26,34
2,4,2015,51,52,36,24,56,22
2,7,2015,34,58,5,21,10,33
2,11,2015,25,11,54,13,39,19
2,14,2015,44,45,1,24,51,28
2,18,2015,29,1,49,9,32,22
2,21,2015,18,51,14,34,10,26
2,25,2015,39,17,21,32,19,8
2,28,2015,25,28,11,17,46,12
3,4,2015,8,35,15,12,50,32
3,7,2015,50,42,36,38,34,33
3,11,2015,24,44,31,11,40,27
3,14,2015,46,47,8,14,39,18
3,18,2015,30,47,33,25,14,8
3,21,2015,30,38,16,11,42,7
3,25,2015,54,23,19,7,50,14
3,28,2015,38,2,12,4,6,17
4,1,2015,44,39,30,33,2,1
4,4,2015,41,33,39,54,40,28
4,8,2015,1,19,45,58,46,29
4,11,2015,58,1,32,42,12,12
4,15,2015,1,21,29,16,40,30
4,18,2015,31,22,13,23,29,17
4,22,2015,25,10,14,39,53,18
4,25,2015,45,21,35,33,38,12
4,29,2015,26,1,38,34,51,6
5,2,2015,2,31,6,11,30,33
5,6,2015,24,41,39,23,27,30
5,9,2015,58,4,17,35,15,17
5,13,2015,31,29,1,47,25,7
5,16,2015,48,24,38,52,29,32
5,20,2015,12,1,44,28,35,25
5,23,2015,31,9,43,17,15,16
5,27,2015,8,15,59,34,53,23
5,30,2015,57,25,8,56,9,22
6,3,2015,6,40,37,13,8,11
6,6,2015,18,43,13,8,27,15
6,10,2015,49,32,31,53,48,25
6,13,2015,41,29,52,54,48,29
6,17,2015,22,20,21,54,41,7
6,20,2015,20,16,10,57,9,15
6,24,2015,5,10,3,22,32,7
6,27,2015,35,18,46,49,28,27
7,1,2015,24,41,31,26,7,25
7,4,2015,24,18,6,3,14,21
7,8,2015,30,27,25,15,4,18
7,11,2015,46,39,52,11,54,3
7,15,2015,45,34,13,50,16,11
7,18,2015,39,6,37,45,55,33
7,22,2015,31,12,57,44,43,11
7,25,2015,27,44,41,29,34,2
7,29,2015,4,52,22,27,28,35
8,1,2015,13,7,49,24,57,15
8,5,2015,42,14,9,16,11,19
8,8,2015,34,48,54,52,9,15
8,12,2015,29,38,8,13,52,28
8,15,2015,3,17,13,52,42,24
8,19,2015,6,43,48,50,8,7
8,22,2015,12,14,21,4,55,7
8,26,2015,22,56,2,45,32,12
8,29,2015,25,18,29,21,28,16
9,2,2015,17,46,22,30,56,16
9,5,2015,29,10,18,16,45,19
9,9,2015,50,44,45,51,47,8
9,12,2015,35,3,16,2,13,27
9,16,2015,7,5,39,24,31,7
9,19,2015,12,43,17,26,48,24
9,23,2015,8,29,51,58,41,5
9,26,2015,23,57,42,31,50,5
9,30,2015,40,59,21,39,55,17
10,3,2015,33,6,46,44,26,4
10,7,2015,52,40,48,18,30,9
10,10,2015,27,68,12,43,29,1
10,14,2015,20,15,31,40,29,1
10,17,2015,57,62,69,49,48,19
10,21,2015,57,32,30,42,56,11
10,24,2015,20,31,56,64,60,2
10,28,2015,56,62,54,63,4,10
10,31,2015,9,47,20,25,68,7
11,4,2015,12,2,17,20,65,17
11,7,2015,50,53,7,16,25,15
11,11,2015,26,4,32,55,64,18
11,14,2015,66,37,22,14,45,5
11,18,2015,40,17,46,69,41,6
11,21,2015,37,57,47,50,52,21
11,25,2015,53,16,69,58,29,21
11,28,2015,47,2,66,67,6,2
12,2,2015,14,18,19,64,32,9
12,5,2015,47,33,68,27,13,13
12,9,2015,16,46,10,56,7,1
12,12,2015,62,2,30,19,14,22
12,16,2015,9,42,10,55,32,6
12,19,2015,30,68,59,41,28,10
12,23,2015,67,16,63,38,55,25
12,26,2015,65,40,44,59,27,20
12,30,2015,12,61,54,38,36,22
1,2,2016,42,15,6,5,29,10
1,6,2016,47,2,63,62,11,17
1,9,2016,32,16,19,57,34,13
1,13,2016,8,27,34,4,19,10
1,16,2016,61,52,51,64,3,6
1,20,2016,44,5,39,69,47,24
1,23,2016,32,22,40,69,34,19
1,27,2016,40,52,3,67,12,21
1,30,2016,16,5,12,31,43,18
2,3,2016,26,60,67,31,28,23
2,6,2016,13,4,36,31,52,8
2,10,2016,2,62,40,50,3,5
2,13,2016,7,15,36,18,19,20
2,17,2016,29,27,7,40,17,25
2,20,2016,54,12,11,16,15,25
2,24,2016,67,21,65,31,64,5
2,27,2016,22,11,53,21,10,18
3,2,2016,62,52,13,12,44,6
3,5,2016,3,34,27,59,69,19
3,9,2016,32,34,14,23,68,3
3,12,2016,28,11,50,57,62,23
3,16,2016,46,50,12,13,10,21
3,19,2016,11,60,23,54,43,3
3,23,2016,22,15,49,5,8,25
3,26,2016,23,42,68,52,11,6
3,30,2016,55,24,63,53,44,19
4,2,2016,9,61,28,40,30,3
4,6,2016,65,28,49,60,4,25
4,9,2016,14,23,41,61,22,9
4,13,2016,30,35,38,33,64,22
4,16,2016,32,3,25,51,18,3
4,20,2016,62,30,12,25,52,8
4,23,2016,46,62,59,35,19,13
4,27,2016,25,39,64,2,33,17
4,30,2016,32,16,3,34,12,14
5,4,2016,47,69,30,66,57,3
5,7,2016,25,66,44,5,26,9
5,11,2016,69,32,52,66,20,23
5,14,2016,64,27,65,13,47,9
5,18,2016,25,67,39,23,54,11
5,21,2016,9,32,5,7,23,26
5,25,2016,64,24,59,41,11,15
5,28,2016,6,34,33,59,58,12
6,1,2016,40,69,33,23,30,12
6,4,2016,20,16,43,64,22,17
6,8,2016,37,69,12,25,60,20
6,11,2016,36,58,27,41,20,7
6,15,2016,33,4,24,31,22,10
6,18,2016,53,2,23,63,41,11
6,22,2016,14,42,43,52,40,17
6,25,2016,36,3,56,69,27,25
6,29,2016,29,37,23,64,60,6
7,2,2016,63,39,59,34,10,4
7,6,2016,66,57,2,31,24,18
7,9,2016,32,28,10,64,61,12
7,13,2016,57,15,29,3,54,10
7,16,2016,11,50,40,17,62,26
7,20,2016,6,58,66,25,35,5
7,23,2016,39,5,35,7,23,11
7,27,2016,10,47,68,65,50,24
7,30,2016,32,21,17,23,11,5
8,3,2016,66,27,11,9,67,2
8,6,2016,52,33,47,36,20,12
8,10,2016,64,56,61,23,67,12
8,13,2016,44,38,64,69,60,6
8,17,2016,44,49,33,50,52,8
8,20,2016,68,3,21,6,60,24
8,24,2016,25,11,9,65,64,16
8,27,2016,48,32,63,4,49,20
8,31,2016,10,56,24,61,5,12
9,3,2016,39,59,7,67,50,25
9,7,2016,23,55,33,22,29,21
9,10,2016,3,17,49,68,55,8
9,14,2016,10,31,23,28,11,14
9,17,2016,51,19,9,62,55,14
9,21,2016,63,67,1,69,28,17
9,24,2016,15,7,29,41,20,22
9,28,2016,30,53,62,38,52,1
10,1,2016,12,64,50,61,2,1
10,5,2016,60,29,18,27,8,15
10,8,2016,3,64,68,61,54,9
10,12,2016,34,44,30,16,37,16
10,15,2016,64,49,57,23,67,20
10,19,2016,43,63,16,38,10,23
10,22,2016,1,55,33,28,56,22
10,26,2016,48,56,2,16,3,24
10,29,2016,42,48,20,21,19,23
11,2,2016,18,54,61,13,37,5
11,5,2016,31,50,69,21,51,8
11,9,2016,28,31,54,25,1,2
11,12,2016,20,8,27,52,17,24
11,16,2016,28,61,63,41,65,7
11,19,2016,24,61,43,16,28,21
11,23,2016,7,61,41,47,32,3
11,26,2016,21,17,37,44,19,16
11,30,2016,3,45,25,14,18,7
12,3,2016,27,26,33,8,10,22
12,7,2016,49,64,48,41,53,20
12,10,2016,32,21,12,44,66,15
12,14,2016,39,18,66,37,26,15
12,17,2016,16,40,8,48,1,10
12,21,2016,25,68,40,54,33,3
12,24,2016,38,52,42,51,28,21
12,28,2016,30,23,44,58,16,4
12,31,2016,1,28,3,67,57,9
1,4,2017,17,16,42,41,29,4
1,7,2017,37,63,12,24,3,10
1,11,2017,1,16,13,43,3,24
1,14,2017,55,69,23,64,59,13
1,18,2017,41,9,58,40,53,12
1,21,2017,45,25,23,67,52,2
1,25,2017,18,62,66,68,28,22
1,28,2017,39,12,49,69,20,17
2,1,2017,9,60,64,43,57,10
2,4,2017,52,17,16,13,6,25
2,8,2017,49,20,42,14,66,5
2,11,2017,37,64,17,9,5,2
2,15,2017,33,5,42,38,28,19
2,18,2017,9,3,33,7,31,20
